8,Pro: Ca si aspect este foarte ok Contra: Daca conectez 4 ventilatoare ledurile ventilatoarelor din Fan controller palpaie din 3 in 3 secunde Am scos unul dintre ele si au ramas 3 ventilatoare conectate la fan controller si nu au mai palpait Dar dupa 1 ora de gaming au inceput sa palpaie din nou si aceasta problema nu a mai disparut Altele: Am optat sa conectez cele 3 ventilatoare frontale direct la sursa prin cablu Molex iar celelalte 3 la Sys Fan-urile placii de baza,0
99,Pro: Nimic Contra: A crapat dupa 6 ore de folosinta am instalat windows am transferat datele de pe vechiul hdd dupa 6 ore a inceput sa scoate niste sunete chitaieli metalice apoi a decedat cu tot cu datele de pe el nu mai intra in windows am incercat sa reinstalez windows si imi mai vede doar o partitie de 100 gb restul au disparut Sincer nu am cum sa recomand asa ceva Vechiile hdd au aproape 10 ani seagate ambele si inca merg Nu ma asteptam sa fie atat de prost,0
132,Contra: Cam zgomotoase chiar si la incarcare minima pe un NAS (sunt 4 ina RAID 5),0
150,Pro: Full RGB diferite moduri de iluminare Contra: Zone de iluminare evidente nici o setare/reglare a vitezei care rezulta in ele fiind folosite la maxim cauzand un nivel de zgomot ridicat,0
227,Pro: Îngrozitor Contra: Contrastul este îngrozitor ma dor ochii după o ora de utilizare Îmi pare rău ca am aruncat cutia sa îl returnez,0
267,Pro: Nimic adică doar design-ul Contra: Doar probleme am cu el semnal foarte slab necesită restarturi frecvente uneori îmi vine să îi fac vânt pe geam Am avut modelul C2 înainte și avea semnal mult mai bun și nu se tot bloca,0
269,Contra: este a 3-a unitate care se defecteaza intr-un timp relativ scurt ultima schimbata a scris maxim 10 dvd-uri Mentionez ca orice scriu nu folosesc mai mare de 6x si blank-uri scumpe pentru ca pun video majoritatea datelor,0
291,Pro: Este suficient de lung Contra: Mufa MicroUSB 5 Pin se strica dupa 4-5 utilizari efectiv nu mai face contactul pe partea de alimentare Altele: Nu recomand am cumparat 10 si deja 4 sint busite,0
319,Pro: A functionat normal un an si patru luni dupa care a cedat complet Contra: In specificatii durata de viata este intre 3 si 5 ani Prima baterie m-a tinut 4 ani A doua nici macar un an jumatate n-a tinut A treia baterie ma va tine macar un an? Greu de spus Altele: Serviciile PC Garaj ca de obicei foarte bune Pacat de calitatea unor produselor care e clar inferioara celor pe care le-am cumparat direct din Europa,0
345,Pro: Ergonomice Contra: Viteze oscilante = Timp pierdut Foarte proaste!,0
365,Pro: Din 6 bucati cumparate doar 5 le pot citi prin mufa USB de la televizor si am incercat la 3 TV-uri Contra: Produs slab calitativ Nici viteza nu e la nivelul unui USB 3 1,0
368,Pro: e un stick de 16gb nimic special poate pretul mic sa constituie atuul acestui stick Contra: un plastic obisnuit ieftin lucios motiv pentru care iti zboara usor din mana existenta capacului la un stick e o alegerea total nepotrivita viteza de transfer obisnuita,0
374,Pro: Dezamagit total de produs Pro:viteza buna de scriere 30-50 la fisiere de 500-700mb Contra: Contraaca vrei sa tragi un fisier de 1gb+ se blocheaza 32-34% si nu ai ce sa ii mai faci decat sa inchizi operatiunea dar nu poti scrie un fisier mai mare de 700mb Altele: Concluzie:Nu recomand acest produs nici macar dusmanilor pur si simplu am irosit bani data viitoare am sa studiez mai bine problema pentru ca asa poti ramane fara date,0
388,Pro: pretul Contra: dupa o saptamana (folosit zilnic de 3-4x) a cedat Nu il mai pot formata sub nici o forma si au aparut fisiere cu caractere ciudate in explorer ! Am incercat si pe alte doua calculatoare!,0
492,Pro: AR FI BUNA DACA AR VENI SI AMBALATA Contra: VINE AMBALATA CA LA PIATA,0
